YearsGroup,DevType,Platform,Count,Rank
senior,Educator,"Linode, now Akamai",1,38
senior,Educator,Oracle Cloud Infrastructure (OCI),1,39
senior,Educator,Hetzner,1,40
senior,"Engineer, data",AWS,2662,1
senior,"Engineer, data",Microsoft Azure,1518,2
senior,"Engineer, data",Linux,1283,3
senior,"Engineer, data",Docker,987,4
senior,"Engineer, data",Google Cloud Platform,955,5
senior,"Engineer, data",Windows,896,6
senior,"Engineer, data",Google Cloud,607,7
senior,"Engineer, data",MacOS,555,8
senior,"Engineer, data",Heroku,519,9
senior,"Engineer, data",Kubernetes,430,10
senior,"Engineer, data",DigitalOcean,407,11
senior,"Engineer, data",Raspberry Pi,355,12
senior,"Engineer, data",Amazon Web Services (AWS),347,13
senior,"Engineer, data",Android,329,14
senior,"Engineer, data",WordPress,209,15
senior,"Engineer, data",Arduino,195,16
senior,"Engineer, data",Slack Apps and Integrations,181,17
senior,"Engineer, data",iOS,154,18
senior,"Engineer, data",Firebase,141,19
senior,"Engineer, data",IBM Cloud or Watson,133,20
senior,"Engineer, data",VMware,116,21
senior,"Engineer, data",Managed Hosting,76,22
senior,"Engineer, data",OVH,71,23
senior,"Engineer, data",Slack,70,24
senior,"Engineer, data",Oracle Cloud Infrastructure,62,25
senior,"Engineer, data",Linode,55,26
senior,"Engineer, data",Digital Ocean,47,27
senior,"Engineer, data",OpenStack,41,28
senior,"Engineer, data",Cloudflare,36,29
senior,"Engineer, data",Colocation,22,30
senior,"Engineer, data",OpenShift,16,31
senior,"Engineer, data",Vercel,14,32
senior,"Engineer, data","Linode, now Akamai",14,33
senior,"Engineer, data",Hetzner,12,34
senior,"Engineer, data",Oracle Cloud Infrastructure (OCI),12,35
senior,"Engineer, data",Other(s):,10,36
senior,"Engineer, data",Netlify,9,37
senior,"Engineer, data",Scaleway,7,38
senior,"Engineer, data",Vultr,6,39
senior,"Engineer, data",IBM Cloud Or Watson,5,40
senior,"Engineer, data",Fly.io,5,41
senior,"Engineer, data",Render,3,42
senior,"Engineer, site reliability",AWS,1898,1
senior,"Engineer, site reliability",Microsoft Azure,878,2
senior,"Engineer, site reliability",Linux,812,3
senior,"Engineer, site reliability",Docker,720,4
senior,"Engineer, site reliability",Google Cloud Platform,678,5
senior,"Engineer, site reliability",Kubernetes,400,6
senior,"Engineer, site reliability",DigitalOcean,388,7
senior,"Engineer, site reliability",Windows,387,8
senior,"Engineer, site reliability",Heroku,379,9
senior,"Engineer, site reliability",MacOS,374,10
senior,"Engineer, site reliability",Google Cloud,331,11
senior,"Engineer, site reliability",Raspberry Pi,210,12
senior,"Engineer, site reliability",Android,180,13
senior,"Engineer, site reliability",Slack Apps and Integrations,165,14
senior,"Engineer, site reliability",WordPress,154,15
senior,"Engineer, site reliability",Amazon Web Services (AWS),141,16
senior,"Engineer, site reliability",VMware,124,17
senior,"Engineer, site reliability",iOS,112,18
senior,"Engineer, site reliability",Arduino,100,19
senior,"Engineer, site reliability",Firebase,92,20
senior,"Engineer, site reliability",Managed Hosting,75,21
senior,"Engineer, site reliability",OpenStack,70,22
senior,"Engineer, site reliability",IBM Cloud or Watson,64,23
senior,"Engineer, site reliability",Cloudflare,60,24
senior,"Engineer, site reliability",OVH,60,25
senior,"Engineer, site reliability",Slack,52,26
senior,"Engineer, site reliability",Linode,49,27
senior,"Engineer, site reliability",Oracle Cloud Infrastructure,48,28
senior,"Engineer, site reliability",Colocation,40,29
senior,"Engineer, site reliability",Digital Ocean,35,30
senior,"Engineer, site reliability",Hetzner,14,31
senior,"Engineer, site reliability",Netlify,12,32
senior,"Engineer, site reliability",Oracle Cloud Infrastructure (OCI),12,33
senior,"Engineer, site reliability","Linode, now Akamai",12,34
senior,"Engineer, site reliability",OpenShift,10,35
senior,"Engineer, site reliability",Other(s):,10,36
senior,"Engineer, site reliability",Fly.io,7,37
senior,"Engineer, site reliability",Vercel,6,38
senior,"Engineer, site reliability",Scaleway,4,39
senior,"Engineer, site reliability",IBM Cloud Or Watson,3,40
senior,"Engineer, site reliability",Vultr,3,41
senior,"Engineer, site reliability",Render,1,42
senior,Engineering manager,AWS,3005,1
senior,Engineering manager,Microsoft Azure,1755,2
senior,Engineering manager,Linux,977,3
senior,Engineering manager,Google Cloud Platform,900,4
senior,Engineering manager,Heroku,864,5
senior,Engineering manager,Docker,855,6
senior,Engineering manager,Google Cloud,790,7
senior,Engineering manager,Windows,635,8
senior,Engineering manager,DigitalOcean,624,9
senior,Engineering manager,Amazon Web Services (AWS),604,10
senior,Engineering manager,MacOS,549,11
senior,Engineering manager,Firebase,381,12
senior,Engineering manager,Kubernetes,369,13
senior,Engineering manager,Android,351,14
senior,Engineering manager,Raspberry Pi,263,15
senior,Engineering manager,iOS,251,16
senior,Engineering manager,WordPress,214,17
senior,Engineering manager,Slack Apps and Integrations,184,18
senior,Engineering manager,Cloudflare,182,19
senior,Engineering manager,VMware,169,20
senior,Engineering manager,Managed Hosting,159,21
senior,Engineering manager,Arduino,141,22
senior,Engineering manager,Digital Ocean,128,23
senior,Engineering manager,OVH,110,24
senior,Engineering manager,IBM Cloud or Watson,93,25
senior,Engineering manager,Vercel,85,26
senior,Engineering manager,Linode,72,27
senior,Engineering manager,Netlify,64,28
senior,Engineering manager,Oracle Cloud Infrastructure,64,29
senior,Engineering manager,OpenStack,56,30
senior,Engineering manager,Slack,56,31
senior,Engineering manager,Colocation,48,32
senior,Engineering manager,Hetzner,35,33
senior,Engineering manager,"Linode, now Akamai",31,34
senior,Engineering manager,Fly.io,28,35
senior,Engineering manager,OpenShift,20,36
senior,Engineering manager,Oracle Cloud Infrastructure (OCI),18,37
senior,Engineering manager,Scaleway,14,38
senior,Engineering manager,Vultr,14,39
senior,Engineering manager,IBM Cloud Or Watson,14,40
senior,Engineering manager,Other(s):,11,41
senior,Engineering manager,Render,5,42
senior,Hardware Engineer,Amazon Web Services (AWS),14,1
senior,Hardware Engineer,Microsoft Azure,10,2
senior,Hardware Engineer,Google Cloud,9,3
senior,Hardware Engineer,Digital Ocean,6,4
senior,Hardware Engineer,Heroku,4,5
senior,Hardware Engineer,Vercel,4,6
senior,Hardware Engineer,Firebase,4,7
senior,Hardware Engineer,Cloudflare,3,8
senior,Hardware Engineer,VMware,3,9
senior,Hardware Engineer,Netlify,3,10
senior,Hardware Engineer,Scaleway,1,11
senior,Hardware Engineer,OpenShift,1,12
senior,Hardware Engineer,OVH,1,13
senior,Hardware Engineer,OpenStack,1,14
senior,Hardware Engineer,Oracle Cloud Infrastructure (OCI),1,15
senior,Marketing or sales professional,AWS,223,1
senior,Marketing or sales professional,Microsoft Azure,127,2
senior,Marketing or sales professional,Google Cloud Platform,96,3
senior,Marketing or sales professional,Linux,95,4
senior,Marketing or sales professional,WordPress,84,5
senior,Marketing or sales professional,Windows,80,6
senior,Marketing or sales professional,Heroku,75,7
senior,Marketing or sales professional,DigitalOcean,71,8
senior,Marketing or sales professional,Docker,64,9
senior,Marketing or sales professional,MacOS,53,10
senior,Marketing or sales professional,Android,50,11
senior,Marketing or sales professional,Google Cloud,46,12
senior,Marketing or sales professional,iOS,38,13
senior,Marketing or sales professional,Raspberry Pi,32,14
senior,Marketing or sales professional,Managed Hosting,24,15
senior,Marketing or sales professional,Kubernetes,23,16
senior,Marketing or sales professional,Firebase,22,17
senior,Marketing or sales professional,Arduino,20,18
senior,Marketing or sales professional,IBM Cloud or Watson,19,19
senior,Marketing or sales professional,VMware,16,20
senior,Marketing or sales professional,Slack Apps and Integrations,15,21
senior,Marketing or sales professional,Linode,13,22
senior,Marketing or sales professional,OpenStack,9,23
senior,Marketing or sales professional,Oracle Cloud Infrastructure,9,24
senior,Marketing or sales professional,Amazon Web Services (AWS),8,25
senior,Marketing or sales professional,Colocation,7,26
senior,Marketing or sales professional,OVH,7,27
senior,Marketing or sales professional,Slack,6,28
senior,Marketing or sales professional,OpenShift,3,29
senior,Marketing or sales professional,Other(s):,3,30
senior,Marketing or sales professional,"Linode, now Akamai",2,31
senior,Marketing or sales professional,Vercel,2,32
senior,Marketing or sales professional,Netlify,1,33
senior,Marketing or sales professional,Digital Ocean,1,34
senior,Other (please specify):,AWS,788,1
senior,Other (please specify):,Microsoft Azure,775,2
senior,Other (please specify):,Amazon Web Services (AWS),386,3
senior,Other (please specify):,Google Cloud,320,4
senior,Other (please specify):,Heroku,221,5
senior,Other (please specify):,Google Cloud Platform,218,6
senior,Other (please specify):,DigitalOcean,193,7
senior,Other (please specify):,Firebase,116,8
senior,Other (please specify):,VMware,100,9
senior,Other (please specify):,Cloudflare,88,10
senior,Other (please specify):,Managed Hosting,73,11
senior,Other (please specify):,Digital Ocean,69,12
senior,Other (please specify):,IBM Cloud or Watson,49,13
senior,Other (please specify):,OVH,44,14
senior,Other (please specify):,OpenStack,40,15
senior,Other (please specify):,Vercel,39,16
senior,Other (please specify):,Netlify,37,17
senior,Other (please specify):,OpenShift,35,18
senior,Other (please specify):,Hetzner,31,19
senior,Other (please specify):,"Linode, now Akamai",28,20
senior,Other (please specify):,Oracle Cloud Infrastructure,28,21
senior,Other (please specify):,Oracle Cloud Infrastructure (OCI),24,22
senior,Other (please specify):,Colocation,17,23
senior,Other (please specify):,Linode,16,24
senior,Other (please specify):,Fly.io,12,25
senior,Other (please specify):,IBM Cloud Or Watson,12,26
senior,Other (please specify):,Vultr,8,27
senior,Other (please specify):,Scaleway,6,28
senior,Other (please specify):,Render,3,29
senior,Product manager,AWS,1544,1
senior,Product manager,Microsoft Azure,977,2
senior,Product manager,Linux,677,3
senior,Product manager,Google Cloud Platform,639,4
senior,Product manager,Windows,612,5
senior,Product manager,Docker,483,6
senior,Product manager,Heroku,478,7
senior,Product manager,DigitalOcean,453,8
senior,Product manager,Android,353,9
senior,Product manager,MacOS,339,10
senior,Product manager,WordPress,271,11
senior,Product manager,Google Cloud,256,12
senior,Product manager,iOS,245,13
senior,Product manager,Raspberry Pi,214,14
senior,Product manager,Firebase,175,15
senior,Product manager,Kubernetes,148,16
senior,Product manager,Arduino,131,17
senior,Product manager,VMware,110,18
senior,Product manager,Managed Hosting,104,19
senior,Product manager,Slack Apps and Integrations,100,20
senior,Product manager,Amazon Web Services (AWS),72,21
senior,Product manager,IBM Cloud or Watson,67,22
senior,Product manager,Slack,56,23
senior,Product manager,OVH,50,24
senior,Product manager,Linode,43,25
senior,Product manager,Colocation,28,26
senior,Product manager,Cloudflare,24,27
senior,Product manager,Oracle Cloud Infrastructure,23,28
senior,Product manager,OpenStack,23,29
senior,Product manager,Other(s):,15,30
senior,Product manager,Digital Ocean,14,31
senior,Product manager,Netlify,11,32
senior,Product manager,Hetzner,8,33
senior,Product manager,Fly.io,6,34
senior,Product manager,Oracle Cloud Infrastructure (OCI),6,35
senior,Product manager,Vercel,6,36
senior,Product manager,"Linode, now Akamai",3,37
senior,Product manager,Vultr,2,38
senior,Product manager,Render,1,39
senior,Product manager,Scaleway,1,40
senior,Product manager,OpenShift,1,41
senior,Product manager,IBM Cloud Or Watson,1,42
senior,Project manager,AWS,652,1
senior,Project manager,Microsoft Azure,484,2
senior,Project manager,Google Cloud,380,3
senior,Project manager,Firebase,265,4
senior,Project manager,DigitalOcean,258,5
senior,Project manager,Heroku,173,6
senior,Project manager,VMware,160,7
senior,Project manager,Managed Hosting,155,8
senior,Project manager,OVH,91,9
senior,Project manager,Linode,62,10
senior,Project manager,Amazon Web Services (AWS),60,11
senior,Project manager,OpenStack,38,12
senior,Project manager,Colocation,29,13
senior,Project manager,IBM Cloud or Watson,28,14
senior,Project manager,Digital Ocean,25,15
senior,Project manager,Oracle Cloud Infrastructure,20,16
senior,Project manager,Cloudflare,15,17
senior,Project manager,Hetzner,8,18
senior,Project manager,"Linode, now Akamai",7,19
senior,Project manager,Netlify,6,20
senior,Project manager,OpenShift,5,21
senior,Project manager,IBM Cloud Or Watson,3,22
senior,Project manager,Oracle Cloud Infrastructure (OCI),3,23
senior,Project manager,Scaleway,3,24
senior,Project manager,Vercel,3,25
senior,Project manager,Vultr,2,26
senior,Project manager,Render,2,27
senior,Research & Development role,Amazon Web Services (AWS),164,1
senior,Research & Development role,Microsoft Azure,100,2
senior,Research & Development role,Google Cloud,71,3
senior,Research & Development role,Cloudflare,32,4
senior,Research & Development role,Digital Ocean,32,5
senior,Research & Development role,VMware,30,6
senior,Research & Development role,Firebase,24,7
senior,Research & Development role,Heroku,20,8
senior,Research & Development role,Hetzner,18,9
senior,Research & Development role,OVH,15,10
senior,Research & Development role,Netlify,14,11
senior,Research & Development role,OpenShift,14,12
senior,Research & Development role,"Linode, now Akamai",13,13
senior,Research & Development role,Oracle Cloud Infrastructure (OCI),11,14
senior,Research & Development role,Vercel,10,15
senior,Research & Development role,Fly.io,9,16
senior,Research & Development role,Managed Hosting,8,17
senior,Research & Development role,Vultr,5,18
senior,Research & Development role,IBM Cloud Or Watson,4,19
senior,Research & Development role,Colocation,4,20
senior,Research & Development role,OpenStack,4,21
senior,Research & Development role,Scaleway,3,22
senior,Research & Development role,Render,3,23
senior,Scientist,Linux,698,1
senior,Scientist,AWS,617,2
senior,Scientist,Windows,453,3
senior,Scientist,Docker,400,4
senior,Scientist,Microsoft Azure,302,5
senior,Scientist,MacOS,281,6
senior,Scientist,Google Cloud Platform,280,7
senior,Scientist,Raspberry Pi,215,8
senior,Scientist,Android,205,9
senior,Scientist,Heroku,160,10
senior,Scientist,Arduino,146,11
senior,Scientist,Kubernetes,123,12
senior,Scientist,WordPress,120,13
senior,Scientist,DigitalOcean,94,14
senior,Scientist,iOS,90,15
senior,Scientist,Slack,82,16
senior,Scientist,Google Cloud,62,17
senior,Scientist,IBM Cloud or Watson,62,18
senior,Scientist,VMware,39,19
senior,Scientist,Slack Apps and Integrations,37,20
senior,Scientist,Firebase,22,21
senior,Scientist,Managed Hosting,18,22
senior,Scientist,Other(s):,18,23
senior,Scientist,Oracle Cloud Infrastructure,14,24
senior,Scientist,OpenStack,11,25
senior,Scientist,Linode,10,26
senior,Scientist,Amazon Web Services (AWS),7,27
senior,Scientist,OVH,5,28
senior,Scientist,Colocation,4,29
senior,Scientist,Cloudflare,1,30
senior,Scientist,Netlify,1,31
senior,Scientist,Hetzner,1,32
senior,Scientist,Oracle Cloud Infrastructure (OCI),1,33
senior,Scientist,"Linode, now Akamai",1,34
senior,Scientist,Vultr,1,35
senior,Scientist,IBM Cloud Or Watson,1,36
senior,Security professional,AWS,356,1
senior,Security professional,Microsoft Azure,286,2
senior,Security professional,Google Cloud,214,3
senior,Security professional,VMware,136,4
senior,Security professional,DigitalOcean,127,5
senior,Security professional,Heroku,94,6
senior,Security professional,Amazon Web Services (AWS),88,7
senior,Security professional,Firebase,75,8
senior,Security professional,Managed Hosting,70,9
senior,Security professional,OVH,46,10
senior,Security professional,Linode,37,11
senior,Security professional,Colocation,31,12
senior,Security professional,OpenStack,28,13
senior,Security professional,Digital Ocean,27,14
senior,Security professional,Cloudflare,26,15
senior,Security professional,Oracle Cloud Infrastructure,16,16
senior,Security professional,Hetzner,14,17
senior,Security professional,IBM Cloud or Watson,13,18
senior,Security professional,Vultr,8,19
senior,Security professional,"Linode, now Akamai",7,20
senior,Security professional,Vercel,7,21
senior,Security professional,Oracle Cloud Infrastructure (OCI),7,22
senior,Security professional,Fly.io,7,23
senior,Security professional,Netlify,4,24
senior,Security professional,OpenShift,3,25
senior,Security professional,Scaleway,2,26
senior,Security professional,Render,2,27
senior,"Senior Executive (C-Suite, VP, etc.)",AWS,997,1
senior,"Senior Executive (C-Suite, VP, etc.)",Microsoft Azure,675,2
senior,"Senior Executive (C-Suite, VP, etc.)",Google Cloud,450,3
senior,"Senior Executive (C-Suite, VP, etc.)",Amazon Web Services (AWS),361,4
senior,"Senior Executive (C-Suite, VP, etc.)",DigitalOcean,357,5
senior,"Senior Executive (C-Suite, VP, etc.)",Heroku,340,6
senior,"Senior Executive (C-Suite, VP, etc.)",Google Cloud Platform,293,7
senior,"Senior Executive (C-Suite, VP, etc.)",Firebase,224,8
senior,"Senior Executive (C-Suite, VP, etc.)",Cloudflare,155,9
senior,"Senior Executive (C-Suite, VP, etc.)",Digital Ocean,106,10
senior,"Senior Executive (C-Suite, VP, etc.)",VMware,94,11
senior,"Senior Executive (C-Suite, VP, etc.)",Managed Hosting,93,12
senior,"Senior Executive (C-Suite, VP, etc.)",Vercel,69,13
senior,"Senior Executive (C-Suite, VP, etc.)",OVH,58,14
senior,"Senior Executive (C-Suite, VP, etc.)",Netlify,46,15
senior,"Senior Executive (C-Suite, VP, etc.)",Hetzner,40,16
senior,"Senior Executive (C-Suite, VP, etc.)",Colocation,38,17
senior,"Senior Executive (C-Suite, VP, etc.)",Linode,35,18
senior,"Senior Executive (C-Suite, VP, etc.)",OpenStack,29,19
senior,"Senior Executive (C-Suite, VP, etc.)","Linode, now Akamai",29,20
senior,"Senior Executive (C-Suite, VP, etc.)",IBM Cloud or Watson,29,21
senior,"Senior Executive (C-Suite, VP, etc.)",Fly.io,26,22
senior,"Senior Executive (C-Suite, VP, etc.)",Oracle Cloud Infrastructure,24,23
senior,"Senior Executive (C-Suite, VP, etc.)",Oracle Cloud Infrastructure (OCI),13,24
senior,"Senior Executive (C-Suite, VP, etc.)",IBM Cloud Or Watson,10,25
senior,"Senior Executive (C-Suite, VP, etc.)",Render,9,26
senior,"Senior Executive (C-Suite, VP, etc.)",Scaleway,9,27
senior,"Senior Executive (C-Suite, VP, etc.)",OpenShift,8,28
senior,"Senior Executive (C-Suite, VP, etc.)",Vultr,6,29
senior,Senior executive/VP,Linux,410,1
senior,Senior executive/VP,AWS,326,2
senior,Senior executive/VP,Docker,325,3
senior,Senior executive/VP,Windows,276,4
senior,Senior executive/VP,MacOS,236,5
senior,Senior executive/VP,Android,194,6
senior,Senior executive/VP,Google Cloud Platform,163,7
senior,Senior executive/VP,Microsoft Azure,157,8
senior,Senior executive/VP,WordPress,153,9
senior,Senior executive/VP,iOS,152,10
senior,Senior executive/VP,Raspberry Pi,146,11
senior,Senior executive/VP,Kubernetes,129,12
senior,Senior executive/VP,Heroku,100,13
senior,Senior executive/VP,Slack Apps and Integrations,79,14
senior,Senior executive/VP,Arduino,75,15
senior,Senior executive/VP,Slack,47,16
senior,Senior executive/VP,IBM Cloud or Watson,22,17
senior,Senior executive/VP,Other(s):,5,18
senior,Student,AWS,338,1
senior,Student,Microsoft Azure,217,2
senior,Student,Google Cloud Platform,181,3
senior,Student,Heroku,176,4
senior,Student,Linux,165,5
senior,Student,Windows,148,6
senior,Student,DigitalOcean,128,7
senior,Student,Docker,94,8
senior,Student,Android,92,9
senior,Student,Raspberry Pi,71,10
senior,Student,Slack,64,11
senior,Student,MacOS,62,12
senior,Student,Arduino,54,13
senior,Student,Firebase,46,14
senior,Student,WordPress,46,15
senior,Student,Google Cloud,40,16
senior,Student,iOS,33,17
senior,Student,IBM Cloud or Watson,31,18
senior,Student,VMware,22,19
senior,Student,Kubernetes,22,20
senior,Student,Managed Hosting,15,21
senior,Student,OVH,14,22
senior,Student,Other(s):,11,23
senior,Student,Oracle Cloud Infrastructure,7,24
senior,Student,Linode,5,25
senior,Student,Colocation,5,26
senior,Student,Vercel,3,27
senior,Student,OpenStack,3,28
senior,Student,Netlify,2,29
senior,Student,Digital Ocean,2,30
senior,Student,Hetzner,2,31
senior,Student,Amazon Web Services (AWS),2,32
senior,Student,Render,1,33
senior,Student,IBM Cloud Or Watson,1,34
senior,Student,Oracle Cloud Infrastructure (OCI),1,35
senior,Student,Cloudflare,1,36
senior,Student,"Linode, now Akamai",1,37
senior,Student,Scaleway,1,38
senior,Student,Vultr,1,39
senior,Student,Fly.io,1,40
senior,Student,OpenShift,1,41
senior,System administrator,AWS,2967,1
senior,System administrator,Linux,1951,2
senior,System administrator,Microsoft Azure,1756,3
senior,System administrator,Windows,1344,4
senior,System administrator,Docker,1303,5
senior,System administrator,Google Cloud Platform,1025,6
senior,System administrator,DigitalOcean,846,7
senior,System administrator,MacOS,685,8
senior,System administrator,Heroku,678,9
senior,System administrator,Raspberry Pi,638,10
senior,System administrator,Android,592,11
senior,System administrator,WordPress,555,12
senior,System administrator,Kubernetes,465,13
senior,System administrator,Google Cloud,424,14
senior,System administrator,Arduino,328,15
senior,System administrator,iOS,324,16
senior,System administrator,VMware,287,17
senior,System administrator,Slack Apps and Integrations,209,18
senior,System administrator,Managed Hosting,204,19
senior,System administrator,Firebase,194,20
senior,System administrator,OVH,128,21
senior,System administrator,Linode,120,22
senior,System administrator,IBM Cloud or Watson,119,23
senior,System administrator,Slack,119,24
senior,System administrator,Oracle Cloud Infrastructure,87,25
senior,System administrator,OpenStack,76,26
senior,System administrator,Colocation,69,27
senior,System administrator,Amazon Web Services (AWS),43,28
senior,System administrator,Other(s):,27,29
senior,System administrator,Digital Ocean,21,30
senior,System administrator,Cloudflare,18,31
senior,System administrator,Hetzner,14,32
senior,System administrator,"Linode, now Akamai",9,33
senior,System administrator,OpenShift,7,34
senior,System administrator,Oracle Cloud Infrastructure (OCI),5,35
senior,System administrator,Netlify,5,36
senior,System administrator,Vercel,3,37
senior,System administrator,Fly.io,2,38
senior,System administrator,Render,1,39
senior,System administrator,IBM Cloud Or Watson,1,40
